hit_id	worker_id	worktime_s	item_id	wav	transcription
3LOJFQ4BOXDDER3HDCNS419COSZKDY	4612734ce9d54721901241e33d9adea2	14	fork_3_4	fork_3_4_3	Bianca
3LOJFQ4BOXDDER3HDCNS419COSZKDY	01b6e4951b1d4913b2d4f2a4e22cec8a	13	fork_3_4	fork_3_4_4	this is a thin silver colored pork
3LVTFB9DE5G21EB3S78X68OI0Q7QG6	efbc23a792744bddbc17d6843276632a	13	band_aid_4_4	band_aid_4_4_3	it's a box of Band-Aids
3LVTFB9DE5G21EB3S78X68OI0Q7QG6	29cdecd26a474c9a867bc34f39eb828a	53	band_aid_4_4	band_aid_4_4_4	what I'm seeing is a blue and white Band-Aid box with red print
3LVTFB9DE5G21EB3S78X68OI0Q7QG6	2fa8c4a0b8d945a1a32ca683a30f8430	8	band_aid_4_4	band_aid_4_4_5	these are Band-Aids
3LVTFB9DE5G21EB3S78X68OI0Q7QG6	ddf6d08c04c14aa8a0e4ea2efc6c1b82	20	band_aid_4_4	band_aid_4_4_6	bonded box
3LVTFB9DE5G21EB3S78X68OI0Q7QG6	a5688ac3113242bfae93fa9dbc973708	18	band_aid_4_4	band_aid_4_4_7	this is a box of Band-Aid brand bandages with a white and green box
3M0556243SIBKH2G1VAYKTT1U0KNFH	70540704017c4d0d9a0f2eb3c855ec89	25	hammer_2_3	hammer_2_3_1	it just a hammer with a low handle
3M0556243SIBKH2G1VAYKTT1U0KNFH	2fa8c4a0b8d945a1a32ca683a30f8430	16	hammer_2_3	hammer_2_3_2	this is a tack hammer
3M0556243SIBKH2G1VAYKTT1U0KNFH	f510b8bd8b824efa8706a59d484c13fd	857	hammer_2_3	hammer_2_3_3	that's a hammer with a yellow and black handle
3M0556243SIBKH2G1VAYKTT1U0KNFH	01b6e4951b1d4913b2d4f2a4e22cec8a	20	hammer_2_3	hammer_2_3_4	this is a silver hammer with a yellow and black grip
3M0556243SIBKH2G1VAYKTT1U0KNFH	29cdecd26a474c9a867bc34f39eb828a	36	hammer_2_3	hammer_2_3_5	what I am seeing is a chrome and black hammer with a long neck yellow and black handle
3M67TQBQQHMVZOHEP551ORNQSVRA9T	47823a67c3b04caaa3730345c80b02f9	38	lightbulb_3_3	lightbulb_3_3_1	it's a lamp
3M67TQBQQHMVZOHEP551ORNQSVRA9T	4612734ce9d54721901241e33d9adea2	28	lightbulb_3_3	lightbulb_3_3_2	is a life book
3M67TQBQQHMVZOHEP551ORNQSVRA9T	efbc23a792744bddbc17d6843276632a	22	lightbulb_3_3	lightbulb_3_3_3	it's a white plastic top
3M67TQBQQHMVZOHEP551ORNQSVRA9T	5c9d9698f844412d9ce16fe03e0528f8	24	lightbulb_3_3	lightbulb_3_3_4	a small round object is sitting on a larger oval electrical unit
3M93N4X8HKLO5WGHSHI5YLVZA69SJ1	efbc23a792744bddbc17d6843276632a	12	onion_3_4	onion_3_4_1	it's an onion
3M93N4X8HKLO5WGHSHI5YLVZA69SJ1	7fd9e07983a1423aa9792ab68d9b614d	14	onion_3_4	onion_3_4_2	is a medium sized red onion
3M93N4X8HKLO5WGHSHI5YLVZA69SJ1	29cdecd26a474c9a867bc34f39eb828a	29	onion_3_4	onion_3_4_3	the other guy I'm seeing is a red apple
3M93N4X8HKLO5WGHSHI5YLVZA69SJ1	01b6e4951b1d4913b2d4f2a4e22cec8a	14	onion_3_4	onion_3_4_4	this is an unpeeled Purple Onion
3MA5N0ATTC9CNX38U7SIWPYXV85KW7	47317d553db3431e9fe128afa5b849d9	34	food_can_1_1	food_can_1_1_1	the object is a large can of food with yellow labeling and some red design
3MA5N0ATTC9CNX38U7SIWPYXV85KW7	ddf6d08c04c14aa8a0e4ea2efc6c1b82	115	food_can_1_1	food_can_1_1_2	conch Foods
3MA5N0ATTC9CNX38U7SIWPYXV85KW7	2fa8c4a0b8d945a1a32ca683a30f8430	21	food_can_1_1	food_can_1_1_3	this is a can of food
3MA5N0ATTC9CNX38U7SIWPYXV85KW7	1717708c7af5468188e808a8d09b5c98	794	food_can_1_1	food_can_1_1_4	a can of tomatoes sits upright with the front label facing away from me to the left
3MA5N0ATTC9CNX38U7SIWPYXV85KW7	3c05e83ec8704dd8a72f3110365bf32e	13	food_can_1_1	food_can_1_1_5	yellow aluminium can
3MDKGGG61QLDW1EPXYT6ZMMGQJ3T6L	7d81b26161b74aeba60eea33fab660c6	11	stapler_5_3	stapler_5_3_1	object is a small purple staple
3MDKGGG61QLDW1EPXYT6ZMMGQJ3T6L	efbc23a792744bddbc17d6843276632a	10	stapler_5_3	stapler_5_3_2	it's a purple stapler
3MDKGGG61QLDW1EPXYT6ZMMGQJ3T6L	29cdecd26a474c9a867bc34f39eb828a	22	stapler_5_3	stapler_5_3_3	the other time seen as a small purple stapler
3MDKGGG61QLDW1EPXYT6ZMMGQJ3T6L	5fbbf208b8e3495b8aa5e165b4f5e675	26	stapler_5_3	stapler_5_3_4	small purple stapler
3MDKGGG61QLDW1EPXYT6ZMMGQJ3T6L	70540704017c4d0d9a0f2eb3c855ec89	33	stapler_5_3	stapler_5_3_5	it does that flatter.
3MG8450X2O806KBJCZIPAIZZ420PUE	2fa8c4a0b8d945a1a32ca683a30f8430	11	coffee_mug_4_4	coffee_mug_4_4_1	this is a teacup
3MG8450X2O806KBJCZIPAIZZ420PUE	29cdecd26a474c9a867bc34f39eb828a	38	coffee_mug_4_4	coffee_mug_4_4_2	you don't think I am seeing is a teacup covered with blue and yellow flowers
3MG8450X2O806KBJCZIPAIZZ420PUE	8e0a74486fd842fe9893363255f03aa4	27	coffee_mug_4_4	coffee_mug_4_4_3	coffee mug with blue and white flowers and Designs all over
3MG8450X2O806KBJCZIPAIZZ420PUE	01b6e4951b1d4913b2d4f2a4e22cec8a	17	coffee_mug_4_4	coffee_mug_4_4_4	this is a coffee mug with a floral pattern and a handle
3MG8450X2O806KBJCZIPAIZZ420UPJ	2fa8c4a0b8d945a1a32ca683a30f8430	10	marker_5_4	marker_5_4_1	this is a black Sharpie marker
3MG8450X2O806KBJCZIPAIZZ420UPJ	f510b8bd8b824efa8706a59d484c13fd	804	marker_5_4	marker_5_4_2	that is a black Sharpie it has a black lid and a gray body with the word Sharpie written in Black
3MG8450X2O806KBJCZIPAIZZ420UPJ	efbc23a792744bddbc17d6843276632a	154	marker_5_4	marker_5_4_3	to Sharpie marker
3MG8450X2O806KBJCZIPAIZZ420UPJ	5c9d9698f844412d9ce16fe03e0528f8	15	marker_5_4	marker_5_4_4	a black Sharpie marker is sitting on a white electrical device on a counter
3MG8450X2O806KBJCZIPAIZZ420UPJ	47317d553db3431e9fe128afa5b849d9	25	marker_5_4	marker_5_4_5	the objects a black marker
3MGHRFQY2LNEZCR45F0OY244SIZY0E	01b6e4951b1d4913b2d4f2a4e22cec8a	36	scissors_3_2	scissors_3_2_1	this is a pair of angled scissors with a black grip
3MGHRFQY2LNEZCR45F0OY244SIZY0E	f7f943886c4a4ad999a9148b3ce94caa	11	scissors_3_2	scissors_3_2_2	this is Sister used for cutting papers
3MGHRFQY2LNEZCR45F0OY244SIZY0E	4612734ce9d54721901241e33d9adea2	70	scissors_3_2	scissors_3_2_3	black names
3MGHRFQY2LNEZCR45F0OY244SIZY0E	2fa8c4a0b8d945a1a32ca683a30f8430	26	scissors_3_2	scissors_3_2_4	these are paramedic shears
3MGHRFQY2LNEZCR45F0OY244SIZY0E	0e29c52b241946f5944a83a562457030	57	scissors_3_2	scissors_3_2_5	scissors
3MIVREZQVHW7307MIYTC40GB77OKQ3	f510b8bd8b824efa8706a59d484c13fd	903	can_opener_1_4	can_opener_1_4_1	it looks like it might be an electric can opener that's white and lime green
3MIVREZQVHW7307MIYTC40GB77OKQ3	44103fcb65dd4a35b6de0acedf4dded7	44	can_opener_1_4	can_opener_1_4_2	this is a white item with green handles
3MIVREZQVHW7307MIYTC40GB77OKQ3	4612734ce9d54721901241e33d9adea2	43	can_opener_1_4	can_opener_1_4_3	open up
3MIVREZQVHW7307MIYTC40GB77OKQ3	efbc23a792744bddbc17d6843276632a	25	can_opener_1_4	can_opener_1_4_4	is that a robot arm
3MIVREZQVHW7307MIYTC40GB77OKQ3	b19e55ec0d234b49aac831694f0919be	752	can_opener_1_4	can_opener_1_4_5	this is a plastic can opener it is white and lime green in color
3MJ9GGZYO34KZ4WF4WQME4FCMPH2AT	4612734ce9d54721901241e33d9adea2	33	gauze_1_4	gauze_1_4_1	Young Justice looks like
3MJ9GGZYO34KZ4WF4WQME4FCMPH2AT	aa07c44a0eb0496da7c8f770a89bd259	60	gauze_1_4	gauze_1_4_2	an oblong object that has twist wrap on each end of it that is cylinder shaped and it is white in color it appears to be 3 in in length
3MJ9GGZYO34KZ4WF4WQME4FCMPH2AT	2fa8c4a0b8d945a1a32ca683a30f8430	16	gauze_1_4	gauze_1_4_3	this is a white plastic object
3MJ9GGZYO34KZ4WF4WQME4FCMPH2AT	5c9d9698f844412d9ce16fe03e0528f8	16	gauze_1_4	gauze_1_4_4	a small white package is sitting on a round oval electrical unit
3MJ9GGZYO34KZ4WF4WQME4FCMPH2AT	aec05c110be9457897342277204966d2	66	gauze_1_4	gauze_1_4_5	the sound speaker is sitting right on the table it appears to be white
3MJ9GGZYO34KZ4WF4WQME4FCMPHA21	f510b8bd8b824efa8706a59d484c13fd	184	pencil_1_3	pencil_1_3_1	that is a black and blue mechanical pencil
3MJ9GGZYO34KZ4WF4WQME4FCMPHA21	efbc23a792744bddbc17d6843276632a	10	pencil_1_3	pencil_1_3_2	it's a mechanical pencil
3MJ9GGZYO34KZ4WF4WQME4FCMPHA21	01b6e4951b1d4913b2d4f2a4e22cec8a	38	pencil_1_3	pencil_1_3_3	this is a transparent black and blue mechanical pencil it has a white eraser
3MJ9GGZYO34KZ4WF4WQME4FCMPHA21	2fa8c4a0b8d945a1a32ca683a30f8430	8	pencil_1_3	pencil_1_3_4	this is a pen
3MJ9GGZYO34KZ4WF4WQME4FCMPHA21	f7f943886c4a4ad999a9148b3ce94caa	14	pencil_1_3	pencil_1_3_5	this is a pen used for writing
3MNJFORX8B27USWAXVECQCTF3FL5FA	1717708c7af5468188e808a8d09b5c98	451	bowl_3_4	bowl_3_4_1	a circular red ceramic bowl is sitting upright
3MNJFORX8B27USWAXVECQCTF3FL5FA	4612734ce9d54721901241e33d9adea2	23	bowl_3_4	bowl_3_4_2	Young Justice
3MNJFORX8B27USWAXVECQCTF3FL5FA	ddf6d08c04c14aa8a0e4ea2efc6c1b82	52	bowl_3_4	bowl_3_4_3	bubble mask
3MNJFORX8B27USWAXVECQCTF3FL5FA	7fd9e07983a1423aa9792ab68d9b614d	12	bowl_3_4	bowl_3_4_4	is a large ceramic Red Bull
3MNJFORX8B27USWAXVECQCTF3FL5FA	01b6e4951b1d4913b2d4f2a4e22cec8a	37	bowl_3_4	bowl_3_4_5	this is a red ceramic Bowl
3MVY4USGB6LSALWBAZX5MKGZXRKSIP	01b6e4951b1d4913b2d4f2a4e22cec8a	14	lime_1_2	lime_1_2_1	this is a green lime
3MVY4USGB6LSALWBAZX5MKGZXRKSIP	efbc23a792744bddbc17d6843276632a	10	lime_1_2	lime_1_2_2	it's a lime
3MVY4USGB6LSALWBAZX5MKGZXRKSIP	4612734ce9d54721901241e33d9adea2	13	lime_1_2	lime_1_2_3	green line
3MVY4USGB6LSALWBAZX5MKGZXRKSIP	ddf6d08c04c14aa8a0e4ea2efc6c1b82	52	lime_1_2	lime_1_2_4	green limo
3MVY4USGB6LSALWBAZX5MKGZXRKSIP	47317d553db3431e9fe128afa5b849d9	16	lime_1_2	lime_1_2_5	the object is a medium-sized to Lime
3MWOYZD5WVM5QUF90YTO7N2FM1BNO3	4612734ce9d54721901241e33d9adea2	38	food_jar_2_3	food_jar_2_3_1	mako shark
3MWOYZD5WVM5QUF90YTO7N2FM1BNO3	01b6e4951b1d4913b2d4f2a4e22cec8a	18	food_jar_2_3	food_jar_2_3_2	this is a glass jar of red spaghetti sauce with a blue label and a blue cat
3MWOYZD5WVM5QUF90YTO7N2FM1BNO3	1a75419f876a4236ab64824fb534c42c	79	food_jar_2_3	food_jar_2_3_3	a glass jar with its label turned away showing the UPC symbol contains some kind of red food product
3MWOYZD5WVM5QUF90YTO7N2FM1BNO3	3c9af6619d174b8791bb4f46de702cd7	19	food_jar_2_3	food_jar_2_3_4	this is a glass jar containing some sort of red fruit
3MXX6RQ9EV31PMH4XTR7XE155PCP4R	ddf6d08c04c14aa8a0e4ea2efc6c1b82	47	stapler_1_1	stapler_1_1_4	pink stapler
3MXX6RQ9EV31PMH4XTR7XE155PCP4R	efbc23a792744bddbc17d6843276632a	10	stapler_1_1	stapler_1_1_5	it's a pink stapler
3MXX6RQ9EV31PMH4XTR7XE155PCP4R	70540704017c4d0d9a0f2eb3c855ec89	19	stapler_1_1	stapler_1_1_6	it is a piece tablet
3MXX6RQ9EV31PMH4XTR7XE155PD4P7	ddf6d08c04c14aa8a0e4ea2efc6c1b82	116	food_can_3_4	food_can_3_4_1	shake Sonic
3MXX6RQ9EV31PMH4XTR7XE155PD4P7	29cdecd26a474c9a867bc34f39eb828a	34	food_can_3_4	food_can_3_4_2	I am seeing a tin can with a yellow wrapper in the word he's written in Black on the outside
3MXX6RQ9EV31PMH4XTR7XE155PD4P7	01b6e4951b1d4913b2d4f2a4e22cec8a	19	food_can_3_4	food_can_3_4_3	this is a can of chickpeas also called garbanzos
3MXX6RQ9EV31PMH4XTR7XE155PD4P7	efbc23a792744bddbc17d6843276632a	11	food_can_3_4	food_can_3_4_4	it's a can of chickpeas
3MYASTQBG79ZPU1CQH7P0NLLNYRQDW	01b6e4951b1d4913b2d4f2a4e22cec8a	16	hammer_1_3	hammer_1_3_1	this is a silver hammer with a yellow and black handle
3MYASTQBG79ZPU1CQH7P0NLLNYRQDW	a5688ac3113242bfae93fa9dbc973708	20	hammer_1_3	hammer_1_3_2	this is a ball-peen hammer with a yellow and black handle and a silver medal top with a clock
3MYASTQBG79ZPU1CQH7P0NLLNYRQDW	efbc23a792744bddbc17d6843276632a	9	hammer_1_3	hammer_1_3_3	it's a hammer
3MYASTQBG79ZPU1CQH7P0NLLNYRQDW	70540704017c4d0d9a0f2eb3c855ec89	61	hammer_1_3	hammer_1_3_4	EDC a hammer with yellow handle
3MYASTQBG79ZPU1CQH7P0NLLNYRQDW	1717708c7af5468188e808a8d09b5c98	1280	hammer_1_3	hammer_1_3_5	a hammer with a yellow and black handle lays flat the head of the hammer is facing away from me and to the left
3N2YPY1GI6WWM8BT8BCJCS2E427VEO	29cdecd26a474c9a867bc34f39eb828a	43	measuring_tape_2_2	measuring_tape_2_2_1	I am seeing is a chrome-plated measuring tape with a black stripper around the perimeter
3N2YPY1GI6WWM8BT8BCJCS2E427VEO	efbc23a792744bddbc17d6843276632a	12	measuring_tape_2_2	measuring_tape_2_2_2	it's a tape measurer
3N2YPY1GI6WWM8BT8BCJCS2E427VEO	aa07c44a0eb0496da7c8f770a89bd259	57	measuring_tape_2_2	measuring_tape_2_2_3	placed on its Edge so it stands upright is what appears to be a tape measure it is sober with black trim and it's one of those that Clips onto a belt for easy access while working
3N2YPY1GI6WWM8BT8BCJCS2E427VEO	01b6e4951b1d4913b2d4f2a4e22cec8a	20	measuring_tape_2_2	measuring_tape_2_2_4	this is a black and silver tape measure with a belt clip
3N3WJQXELSO1VNNJ1NFCNIVNG1G2LB	a5688ac3113242bfae93fa9dbc973708	21	syringe_5_1	syringe_5_1_1	this is a hypodermic syringe with a needle on the end of it a white barrel and a white plunger
3N3WJQXELSO1VNNJ1NFCNIVNG1G2LB	f7f943886c4a4ad999a9148b3ce94caa	12	syringe_5_1	syringe_5_1_2	businesses use for injecting medicine from your body
3N3WJQXELSO1VNNJ1NFCNIVNG1G2LB	01b6e4951b1d4913b2d4f2a4e22cec8a	17	syringe_5_1	syringe_5_1_3	this is a transparent syringe with a black tip and a black plunger
3N3WJQXELSO1VNNJ1NFCNIVNG1G2LB	efbc23a792744bddbc17d6843276632a	14	syringe_5_1	syringe_5_1_4	it's a syringe
3N3WJQXELSO1VNNJ1NFCNIVNG1G2LB	29cdecd26a474c9a867bc34f39eb828a	40	syringe_5_1	syringe_5_1_5	I am seeing a clear cylindrical syringe with a black punter a silver tip at a clear plastic tip over the needle
3N5YJ55YXG1GOQL8QFO66SIAXK7NA4	7fd9e07983a1423aa9792ab68d9b614d	11	eye_glasses_3_3	eye_glasses_3_3_1	is a pair of open reading glasses
3N5YJ55YXG1GOQL8QFO66SIAXK7NA4	2fa8c4a0b8d945a1a32ca683a30f8430	8	eye_glasses_3_3	eye_glasses_3_3_2	these are glasses
3N5YJ55YXG1GOQL8QFO66SIAXK7NA4	f510b8bd8b824efa8706a59d484c13fd	1755	eye_glasses_3_3	eye_glasses_3_3_3	those are a pair of glasses with a black frame
3N5YJ55YXG1GOQL8QFO66SIAXK7NA4	f7f943886c4a4ad999a9148b3ce94caa	12	eye_glasses_3_3	eye_glasses_3_3_4	this was a glass used for protecting eyes
3NCN4N1H1GFL70Q0WTO2132GF2SNBZ	f7f943886c4a4ad999a9148b3ce94caa	10	pencil_3_2	pencil_3_2_1	this is the pen used for writing
3NCN4N1H1GFL70Q0WTO2132GF2SNBZ	70540704017c4d0d9a0f2eb3c855ec89	20	pencil_3_2	pencil_3_2_2	it is a ballpoint pen
3NCN4N1H1GFL70Q0WTO2132GF2SNBZ	ddf6d08c04c14aa8a0e4ea2efc6c1b82	39	pencil_3_2	pencil_3_2_3	black beans
3NCN4N1H1GFL70Q0WTO2132GF2SNBZ	01b6e4951b1d4913b2d4f2a4e22cec8a	22	pencil_3_2	pencil_3_2_4	this is a black and transparent mechanical pencil it has a white eraser
3NCN4N1H1GFL70Q0WTO2132GF2SNBZ	efbc23a792744bddbc17d6843276632a	11	pencil_3_2	pencil_3_2_5	it's a mechanical pencil
3NI0WFPPI9ECGSHYZW5WFBKBT8706H	44103fcb65dd4a35b6de0acedf4dded7	14	prescription_medicine_bottle_2_3	prescription_medicine_bottle_2_3_1	this is a small orange bottle of medication
3NI0WFPPI9ECGSHYZW5WFBKBT8706H	7fd9e07983a1423aa9792ab68d9b614d	15	prescription_medicine_bottle_2_3	prescription_medicine_bottle_2_3_2	how does a bottle of medication
3NI0WFPPI9ECGSHYZW5WFBKBT8706H	bba2d45371d54df59881038d3370583f	37	prescription_medicine_bottle_2_3	prescription_medicine_bottle_2_3_3	this is a prescription pill bottle with a pharmacy label on it
3NI0WFPPI9ECGSHYZW5WFBKBT8706H	01b6e4951b1d4913b2d4f2a4e22cec8a	19	prescription_medicine_bottle_2_3	prescription_medicine_bottle_2_3_4	this is an orange prescription medication bottle it has a white cap and a white label
3NOEP8XAU40SNO5EH4TCUPY3YKHPX6	01b6e4951b1d4913b2d4f2a4e22cec8a	34	toothbrush_2_4	toothbrush_2_4_1	this is a toothbrush with a pink and white handle it has blue and white bristles
3NOEP8XAU40SNO5EH4TCUPY3YKHPX6	5c9d9698f844412d9ce16fe03e0528f8	34	toothbrush_2_4	toothbrush_2_4_2	a small red blue and clear object is sitting on a white oval electrical device
3NOEP8XAU40SNO5EH4TCUPY3YKHPX6	efbc23a792744bddbc17d6843276632a	12	toothbrush_2_4	toothbrush_2_4_3	it's a pink toothbrush
3NOEP8XAU40SNO5EH4TCUPY3YKHPX6	f7f943886c4a4ad999a9148b3ce94caa	13	toothbrush_2_4	toothbrush_2_4_4	this is a toothbrush
3NOEP8XAU40SNO5EH4TCUPY3YKHPX6	a5688ac3113242bfae93fa9dbc973708	19	toothbrush_2_4	toothbrush_2_4_5	this is a toothbrush with a pink and white handle and green white and blue bristles
3NOEP8XAU40SNO5EH4TCUPY3YKHXPE	29cdecd26a474c9a867bc34f39eb828a	23	sponge_2_1	sponge_2_1_1	the auditorium scene is a pink sponge
3NOEP8XAU40SNO5EH4TCUPY3YKHXPE	efbc23a792744bddbc17d6843276632a	10	sponge_2_1	sponge_2_1_2	it's a pink sponge
3NOEP8XAU40SNO5EH4TCUPY3YKHXPE	3c05e83ec8704dd8a72f3110365bf32e	16	sponge_2_1	sponge_2_1_3	a pink sponge
3NOEP8XAU40SNO5EH4TCUPY3YKHXPE	a5688ac3113242bfae93fa9dbc973708	14	sponge_2_1	sponge_2_1_4	this is a sponge that is pink in color
3NRZ1LDP7W4HSJ5TIMHXRAEE6KFPZ3	01b6e4951b1d4913b2d4f2a4e22cec8a	28	sponge_1_1	sponge_1_1_1	this is a cleaning sponge with an abrasive scrubbing side
3NRZ1LDP7W4HSJ5TIMHXRAEE6KFPZ3	0e29c52b241946f5944a83a562457030	39	sponge_1_1	sponge_1_1_2	dishwasher sponge
3NRZ1LDP7W4HSJ5TIMHXRAEE6KFPZ3	4612734ce9d54721901241e33d9adea2	12	sponge_1_1	sponge_1_1_3	the last song
3NRZ1LDP7W4HSJ5TIMHXRAEE6KFPZ3	f7f943886c4a4ad999a9148b3ce94caa	15	sponge_1_1	sponge_1_1_4	businesses sponge used for washing dishes
3NRZ1LDP7W4HSJ5TIMHXRAEE6KFPZ3	efbc23a792744bddbc17d6843276632a	10	sponge_1_1	sponge_1_1_5	it's a sponge
3NRZ1LDP7W4HSJ5TIMHXRAEE6KFZPD	2fa8c4a0b8d945a1a32ca683a30f8430	16	stapler_3_4	stapler_3_4_1	this is a blue stapler
3NRZ1LDP7W4HSJ5TIMHXRAEE6KFZPD	4612734ce9d54721901241e33d9adea2	11	stapler_3_4	stapler_3_4_2	Israel
3NRZ1LDP7W4HSJ5TIMHXRAEE6KFZPD	1ffe35b4cbf742718c064d355b991bad	53	stapler_3_4	stapler_3_4_3	it is a plastic purple stapler
3NRZ1LDP7W4HSJ5TIMHXRAEE6KFZPD	7fd9e07983a1423aa9792ab68d9b614d	10	stapler_3_4	stapler_3_4_4	it is a blue stapler
3NRZ1LDP7W4HSJ5TIMHXRAEE6KFZPD	f510b8bd8b824efa8706a59d484c13fd	1581	stapler_3_4	stapler_3_4_5	that's a blue translucent stapler
3NSCTNUR2ZLCY1F2MFSKCBIO6Z85AX	efbc23a792744bddbc17d6843276632a	21	shampoo_2_1	shampoo_2_1_1	it's a bottle of Old Spice volcano body wash
3NSCTNUR2ZLCY1F2MFSKCBIO6Z85AX	01b6e4951b1d4913b2d4f2a4e22cec8a	35	shampoo_2_1	shampoo_2_1_2	this is a bottle of Old Spice volcano shampoo
3NSCTNUR2ZLCY1F2MFSKCBIO6Z85AX	f510b8bd8b824efa8706a59d484c13fd	524	shampoo_2_1	shampoo_2_1_3	got the Old Spice volcano body wash
3NSCTNUR2ZLCY1F2MFSKCBIO6Z8A52	01b6e4951b1d4913b2d4f2a4e22cec8a	41	water_bottle_3_1	water_bottle_3_1_1	this is a blue and transparent bottle of Smartwater
3NSCTNUR2ZLCY1F2MFSKCBIO6Z8A52	4612734ce9d54721901241e33d9adea2	24	water_bottle_3_1	water_bottle_3_1_2	Young
3NSCTNUR2ZLCY1F2MFSKCBIO6Z8A52	47317d553db3431e9fe128afa5b849d9	19	water_bottle_3_1	water_bottle_3_1_3	the object is a medium sized bottle of Smartwater
3NSCTNUR2ZLCY1F2MFSKCBIO6Z8A52	177d1ef2d9e04154aebc1220377cf23a	74	water_bottle_3_1	water_bottle_3_1_4	there is an unopened water bottle the water bottle brand is Smart Water the sticker on the water bottle is blue and red
3NSCTNUR2ZLCY1F2MFSKCBIO6Z8A52	29cdecd26a474c9a867bc34f39eb828a	45	water_bottle_3_1	water_bottle_3_1_5	I am seeing is a blue clear water bottle that has blue and red outer markings
3NZ1E5QA6ZZHHBKUSTSG7M2UOHT5BS	f510b8bd8b824efa8706a59d484c13fd	852	allen_wrench_3_3	allen_wrench_3_3_1	that is a black allen wrench kind of shaped like an l
3NZ1E5QA6ZZHHBKUSTSG7M2UOHT5BS	efbc23a792744bddbc17d6843276632a	13	allen_wrench_3_3	allen_wrench_3_3_2	it's an allen wrench
3NZ1E5QA6ZZHHBKUSTSG7M2UOHT5BS	29cdecd26a474c9a867bc34f39eb828a	29	allen_wrench_3_3	allen_wrench_3_3_3	the auditorium scene is an L-shaped hex wrench
3NZ1E5QA6ZZHHBKUSTSG7M2UOHT5BS	01b6e4951b1d4913b2d4f2a4e22cec8a	15	allen_wrench_3_3	allen_wrench_3_3_4	this is a black allen wrench
3O2Y2UIUCQSACBHD4IIIS1CX05FKF9	01b6e4951b1d4913b2d4f2a4e22cec8a	15	hand_towel_2_2	hand_towel_2_2_1	this is a grayish purple hand towel
3O2Y2UIUCQSACBHD4IIIS1CX05FKF9	4612734ce9d54721901241e33d9adea2	15	hand_towel_2_2	hand_towel_2_2_2	looks like that on my phone
3O2Y2UIUCQSACBHD4IIIS1CX05FKF9	5fbbf208b8e3495b8aa5e165b4f5e675	46	hand_towel_2_2	hand_towel_2_2_3	a medium sized hand towel baseball
3O2Y2UIUCQSACBHD4IIIS1CX05FKF9	7fd9e07983a1423aa9792ab68d9b614d	16	hand_towel_2_2	hand_towel_2_2_4	it is a medium-sized great owl
3O2Y2UIUCQSACBHD4IIIS1CX05FKF9	29cdecd26a474c9a867bc34f39eb828a	28	hand_towel_2_2	hand_towel_2_2_5	the object I'm seen as a gray folding towel
3O71U79SRBNE64M2VEVXEDNGE04SM5	efbc23a792744bddbc17d6843276632a	11	spoon_1_1	spoon_1_1_1	it's a wooden spoon
3O71U79SRBNE64M2VEVXEDNGE04SM5	ddf6d08c04c14aa8a0e4ea2efc6c1b82	35	spoon_1_1	spoon_1_1_2	wilderness
3O71U79SRBNE64M2VEVXEDNGE04SM5	4612734ce9d54721901241e33d9adea2	10	spoon_1_1	spoon_1_1_3	is probably a
3O71U79SRBNE64M2VEVXEDNGE04SM5	7fd9e07983a1423aa9792ab68d9b614d	12	spoon_1_1	spoon_1_1_4	is a wooden spoon
3O71U79SRBNE64M2VEVXEDNGE04SM5	01b6e4951b1d4913b2d4f2a4e22cec8a	29	spoon_1_1	spoon_1_1_5	this is a wooden cooking
3OCZWXS7ZO5TUK66J6HALPYZ0B75LF	4612734ce9d54721901241e33d9adea2	13	spoon_2_1	spoon_2_1_1	High School
3OCZWXS7ZO5TUK66J6HALPYZ0B75LF	29cdecd26a474c9a867bc34f39eb828a	54	spoon_2_1	spoon_2_1_2	the auditorium seen as a long handle teaspoon that is Chrome in color
3OCZWXS7ZO5TUK66J6HALPYZ0B75LF	f7f943886c4a4ad999a9148b3ce94caa	11	spoon_2_1	spoon_2_1_3	this is a cinnamon color used for eating food
3OCZWXS7ZO5TUK66J6HALPYZ0B75LF	7fd9e07983a1423aa9792ab68d9b614d	16	spoon_2_1	spoon_2_1_4	that is a silver tablespoon
3ODOP6T3ASI5XFGYVVGV11TCUFL24I	2fa8c4a0b8d945a1a32ca683a30f8430	10	food_can_4_4	food_can_4_4_1	this is a can of food
3ODOP6T3ASI5XFGYVVGV11TCUFL24I	4612734ce9d54721901241e33d9adea2	21	food_can_4_4	food_can_4_4_2	Young Justice time containing probably
3ODOP6T3ASI5XFGYVVGV11TCUFL24I	7451d19ce2244e299c7d393b097aa882	67	food_can_4_4	food_can_4_4_3	it is an average sized can of food it looks like it is something from Goya brand maybe some beans
3ODOP6T3ASI5XFGYVVGV11TCUFL24I	3c05e83ec8704dd8a72f3110365bf32e	16	food_can_4_4	food_can_4_4_4	blue corn can
3ODOP6T3ASI5XFGYVVGV11TCUFL24I	1717708c7af5468188e808a8d09b5c98	653	food_can_4_4	food_can_4_4_5	a blue can of food sits upright with the front label facing the left
3OLZC0DJ8JD82DDF4U2AX706WVEVIX	01b6e4951b1d4913b2d4f2a4e22cec8a	16	shampoo_1_4	shampoo_1_4_1	this is a blue and white bottle of Head and Shoulders shampoo
